aluminium;ammonia;arsenic;barium;cadmium;chloramine;chromium;copper;flouride;bacteria;viruses;lead;nitrates;nitrites;mercury;perchlorate;radium;selenium;silver;uranium;is_safe
7;2287;1;88;5;521;85;43;69;1;4;15;109;163;6;701;494;2;41;4;0
2;1758;3;359;6;8;72;72;132;99;99;87;25;144;3;3184;303;8;39;3;0
8;113;2;151;3;50;54;74;54;45;0;181;1269;10;5;501;206;3;15;0;0
12;1384;1;399;3;341;46;73;143;84;84;81;1115;167;4;3208;426;8;26;7;0
12;2025;4;57;5;781;2;72;145;19;6;11;172;147;8;3513;693;2;11;8;0
6;1322;4;229;7;234;82;174;52;2;3;105;31;128;9;1016;685;1;15;7;0
2;144;4;236;2;613;8;163;57;68;68;151;1231;107;9;4749;106;1;7;3;0
6;2737;2;33;5;607;67;65;96;84;84;188;168;154;1;105;257;4;21;2;0
1;18;8;32;9;4;1;117;131;57;57;109;677;221;7;459;149;5;8;2;0
0;2599;1;306;2;336;63;126;34;94;94;93;76;172;7;3121;512;5;12;4;0
7;747;5;177;1;402;62;5;137;94;94;151;835;119;0;558;556;7;17;3;0
1;2192;2;72;4;212;0;147;124;83;83;26;66;149;9;398;665;1;18;9;0
11;1541;3;34;1;799;14;8;25;64;64;96;1307;138;9;2826;743;6;8;4;0
8;545;3;87;3;27;2;107;135;39;3;113;1448;142;3;287;19;6;0;4;0
6;2094;1;134;1;348;15;54;14;55;55;73;1637;141;6;2951;42;4;16;4;0
26;2924;2;201;1;388;41;15;101;61;61;131;1799;172;3;5749;45;6;41;5;0
16;2685;1;103;5;731;25;157;117;62;62;9;1801;10;2;2386;374;8;2;2;0
9;2762;4;101;9;785;3;29;66;54;54;48;478;183;0;913;16;2;21;5;0
9;69;1;203;6;329;5;13;106;55;55;1;334;158;7;2668;606;2;48;4;0
6;1152;1;235;1;333;42;83;109;14;5;151;1519;13;6;2523;168;7;17;1;0
5;1645;3;23;5;627;63;66;4;82;82;97;307;125;1;4492;658;4;6;4;0
0;1882;2;16;1;255;82;51;92;14;6;72;159;127;1;282;731;6;42;6;0
1;769;4;63;7;283;19;10;36;3;5;92;37;127;8;5545;38;9;32;4;0
3;1623;1;178;3;201;51;46;74;48;1;72;132;124;5;3159;431;9;28;8;0
1;1998;2;245;2;612;35;169;135;63;63;106;1808;128;1;2131;414;4;12;5;0
1;9;1;154;7;294;14;91;16;89;89;52;573;176;3;3232;642;3;33;8;0
1;728;2;114;5;455;24;28;82;54;54;197;14;195;7;4166;364;5;37;5;0
5;28;4;9;0;8;0;66;88;68;68;113;1808;215;2;16;275;1;8;5;0
1;1902;4;175;3;624;57;19;44;84;84;28;1144;183;3;3167;731;2;44;5;0
31;746;2;93;9;48;77;103;57;71;71;5;92;156;6;2224;723;9;2;0;0
17;2321;3;275;2;153;18;14;54;1;0;41;1219;112;8;2465;549;3;9;6;0
5;837;3;186;1;64;69;105;8;1;3;197;1874;109;8;3387;425;5;22;1;0
2;333;4;302;2;652;28;149;65;10;10;92;642;152;2;4998;271;4;35;4;0
4;144;2;15;6;589;4;98;77;52;52;185;1751;163;9;5216;355;1;24;6;0
0;2761;2;196;8;66;83;158;121;73;73;104;383;116;9;4753;10;1;12;1;0
15;291;1;238;9;342;86;161;139;9;5;43;161;113;0;396;36;4;12;5;0
11;2924;2;317;7;229;25;75;96;64;64;1;166;104;8;594;751;5;23;8;0
8;974;1;22;1;45;66;1;56;43;2;185;1538;124;3;4387;336;5;4;8;0
1;2075;1;252;7;298;8;155;14;89;89;41;229;161;8;149;344;1;22;2;0
27;343;4;178;5;456;52;183;13;12;3;129;729;114;7;1095;513;7;44;8;0
7;1626;1;196;2;434;72;133;35;89;89;165;273;132;7;5787;723;9;13;8;0
8;962;4;352;4;47;62;103;27;19;3;163;60;162;3;2482;524;2;25;1;0
25;2268;1;73;9;136;67;126;59;75;75;11;376;128;1;1771;103;2;2;6;0
27;2673;4;27;7;78;9;186;26;55;55;13;174;124;8;1152;134;3;19;5;0
1;2176;3;11;8;512;13;168;76;78;78;163;533;175;2;3009;405;3;12;8;0
8;2718;3;255;6;568;25;171;8;13;9;176;1611;119;6;535;41;1;36;1;0
2;2619;2;293;5;396;4;76;105;4;7;185;1373;198;3;589;253;5;41;7;0
23;2041;1;391;7;402;8;95;146;8;8;181;969;159;6;2443;735;6;18;2;0
4;2037;1;243;6;23;36;193;23;42;6;195;1379;115;1;216;747;9;49;8;0
1;2554;5;34;8;184;32;11;22;21;5;192;1793;138;9;1762;208;6;11;5;0
8;12;1;168;3;375;61;144;79;15;8;198;805;157;2;3491;351;8;21;0;0
1;1974;4;288;4;60;78;192;29;2;7;192;133;144;7;639;127;5;11;6;0
4;1113;1;325;1;214;39;129;85;65;65;121;1764;154;9;1704;267;4;42;8;0
1;1676;3;163;1;37;65;182;56;95;95;154;1686;13;4;3982;6;7;32;5;0
9;2249;4;4;1;304;68;42;71;85;85;79;21;157;5;4298;102;5;27;1;0
2;747;1;226;1;341;43;122;33;23;1;151;167;18;0;5336;261;1;38;2;0
3;51;4;244;6;109;33;194;149;15;1;114;996;184;7;2844;254;4;5;9;0
6;1855;1;359;8;535;13;104;9;83;83;151;1752;169;6;76;329;7;35;5;0
3;238;5;104;7;66;53;114;58;84;84;54;1452;136;4;411;768;9;37;7;0
22;2305;1;261;9;403;59;134;5;86;86;87;1334;137;7;5334;565;1;37;5;0
15;511;1;117;6;2;18;18;37;3;8;81;1084;182;7;9;277;3;43;3;0
8;2496;4;30;4;347;41;157;125;6;7;194;1102;115;1;552;561;3;14;3;0
18;1149;5;336;1;437;88;133;58;26;9;22;1731;147;3;4833;549;7;34;1;0
7;7;3;302;8;616;37;111;61;73;73;178;1209;186;8;3611;383;6;33;7;0
2;2804;3;42;9;559;79;114;83;36;4;65;596;193;5;3371;95;1;22;9;0
2;1069;4;63;1;51;76;145;89;21;2;177;1535;124;4;955;38;1;22;3;0
17;2484;3;273;8;749;76;20;10;79;79;169;1047;131;9;2654;705;1;42;6;0
8;1028;3;75;6;1;7;29;67;65;65;155;1136;202;1;753;42;4;2;7;0
16;2615;3;126;8;0;88;62;11;12;1;36;1778;162;1;1048;455;2;35;0;0
3;1891;2;211;9;653;38;67;126;38;7;105;1885;167;0;313;222;8;46;2;0
14;1661;3;275;1;485;82;27;41;67;67;67;1884;155;1;788;14;4;49;7;0
16;146;5;285;5;46;45;198;9;10;10;1;1435;116;6;5787;237;9;37;8;0
1;2623;1;278;8;297;32;187;116;43;9;121;1265;163;5;5565;605;7;36;8;0
5;1755;3;181;4;426;62;59;5;2;1;168;708;111;8;3009;477;4;43;8;0
7;1162;2;118;5;496;46;4;79;43;5;33;1349;101;6;4405;575;4;35;2;0
22;2835;5;375;5;181;27;97;6;12;8;189;243;112;8;1197;429;7;31;8;0
1;2565;2;352;1;39;48;139;7;94;94;116;1342;103;6;3612;688;5;7;7;0
13;605;4;20;5;685;4;164;29;31;5;177;1461;161;5;347;218;5;19;4;0
5;131;2;121;3;184;55;18;146;88;88;88;1691;107;6;901;262;4;38;5;0
3;219;3;6;1;724;14;12;131;91;91;27;1896;147;2;724;644;4;1;8;0
7;1007;1;268;9;305;49;108;114;91;91;135;535;183;6;445;1;3;21;6;0
13;2386;5;39;8;158;42;156;107;19;0;103;206;17;8;2453;288;3;46;0;0
2;2004;4;94;1;65;3;124;79;7;7;113;1744;104;9;3276;581;0;44;8;0
1;91;2;154;5;3;8;67;4;22;9;107;645;159;2;540;473;1;39;7;0
8;1948;5;154;3;227;71;103;115;5;5;99;1742;19;6;4773;271;2;34;2;0
15;311;3;25;5;93;58;7;74;95;95;124;1545;12;0;5907;25;8;12;7;0
21;2158;3;362;1;289;25;79;143;51;51;94;574;131;5;4137;476;5;4;3;0
16;901;2;78;7;18;27;83;48;43;3;124;167;188;3;4585;207;6;31;3;0
3;1996;5;396;5;677;24;123;35;89;89;12;1732;112;1;5557;362;7;23;3;0
4;708;4;49;8;781;44;187;114;41;1;33;276;168;1;802;354;8;17;5;0
1;308;1;328;2;743;29;167;47;54;54;141;494;164;6;4528;8;4;4;3;0
1;1696;1;179;5;25;62;79;15;62;62;106;694;109;1;1933;462;2;41;7;0
8;1396;1;372;1;517;37;164;139;3;5;156;1569;122;3;1685;67;3;21;6;0
1;1383;5;392;1;418;12;48;148;6;1;117;319;139;4;4249;707;6;38;9;0
9;198;1;96;5;255;88;148;91;74;74;74;1842;168;7;4092;299;5;13;3;0
2;2885;4;34;5;523;22;51;7;12;6;75;747;136;1;1386;374;6;27;1;0
6;84;1;23;4;479;2;37;36;41;2;6;1;122;3;2945;6;4;31;6;0
25;25;3;315;6;325;86;179;59;25;8;3;128;168;6;1909;423;8;39;4;0
8;47;3;169;2;30;18;7;57;3;5;65;1553;138;8;3334;593;3;47;3;0
2;2696;2;367;6;558;12;141;92;93;93;75;1614;184;5;3836;524;5;15;7;0
6;1111;1;217;5;603;45;22;79;59;59;119;1408;138;1;2555;614;8;4;5;0
0;382;4;58;2;71;1;16;83;68;68;153;498;173;9;1431;722;5;49;5;0
1;85;6;116;0;0;5;135;106;22;7;69;118;164;5;54;113;7;5;3;0
5;966;2;227;3;783;3;34;14;56;56;13;336;131;9;487;653;5;5;3;0
12;536;3;348;3;438;28;196;5;5;5;196;611;123;4;3586;777;7;12;6;0
9;1091;1;168;4;595;2;115;53;66;66;88;776;161;1;248;566;0;17;2;0
4;105;1;228;8;126;4;14;77;24;3;62;1359;198;5;5176;99;8;49;8;0
1;552;3;168;6;304;19;66;59;65;65;194;1403;153;8;2167;636;9;4;4;0
7;969;3;368;8;678;12;144;63;23;4;162;1563;181;3;2928;728;2;24;2;0
3;644;1;307;4;656;18;33;22;31;8;163;1101;11;7;1937;314;4;38;6;0
2;1118;1;52;4;16;61;84;55;78;78;118;555;162;3;5541;244;4;4;7;0
23;172;4;283;6;49;25;31;129;56;56;26;1708;158;2;5396;98;2;21;8;0
8;2423;3;338;1;198;78;118;7;77;77;42;1671;132;9;5066;107;5;16;6;0
12;1225;1;181;7;274;4;4;116;87;87;126;1799;112;8;4918;715;3;18;8;0
4;1882;5;77;3;333;3;109;135;38;6;13;1806;129;1;31;633;5;6;7;0
14;2593;4;316;7;561;2;158;15;72;72;13;883;122;8;87;322;6;7;9;0
2;259;4;381;3;163;58;135;106;22;7;69;1178;155;5;3291;278;7;16;3;0
8;723;3;146;7;361;26;186;42;15;3;115;558;197;5;1772;636;6;27;6;0
6;307;3;283;8;349;13;122;46;37;4;105;884;111;5;481;564;9;15;8;0
27;2871;2;112;2;348;78;159;101;3;8;52;29;175;4;2789;496;8;27;8;0
9;1964;4;38;6;666;6;79;32;64;64;44;23;134;1;2192;78;8;16;5;0
17;1027;5;301;4;684;67;36;131;64;64;154;948;135;6;1999;773;6;27;1;0
7;954;4;172;5;689;56;115;77;77;77;19;861;193;0;3113;195;3;32;0;0
1;1614;4;53;7;379;64;102;3;73;73;138;1513;16;2;3301;632;3;4;7;0
2;497;1;167;6;37;49;41;122;29;6;101;1682;129;1;1851;573;7;18;5;0
24;1381;1;43;7;484;24;69;45;3;5;49;832;196;0;276;41;9;39;4;0
4;2823;4;29;8;63;36;6;103;44;7;142;169;152;2;323;115;9;42;2;0
1;1186;3;265;1;221;57;181;38;9;6;83;766;156;7;2788;611;5;24;0;0
14;992;2;278;2;54;1;109;37;53;53;75;1562;101;9;129;569;5;38;9;0
5;1931;1;47;2;789;43;184;75;92;92;142;714;136;4;5371;584;2;38;9;0
7;18;5;49;4;11;3;186;42;15;3;115;616;207;5;434;58;6;3;6;0
23;2225;1;352;7;637;54;81;125;15;2;156;785;141;7;4565;219;9;37;4;0
7;2594;2;119;5;191;54;53;5;32;2;18;1088;162;5;1301;462;5;12;5;0
9;1864;1;107;7;177;76;172;107;96;96;119;1104;198;5;112;218;2;15;2;0
4;571;1;8;1;422;1;85;24;49;1;21;115;148;4;1389;18;2;18;5;0
4;474;2;351;3;19;65;147;21;33;5;106;273;122;1;3136;6;6;4;5;0
1;1185;5;197;1;568;77;102;134;62;62;62;1727;20;6;4109;453;2;29;6;0
23;881;5;242;4;237;76;189;95;36;3;178;1601;141;4;2335;91;2;11;6;0
7;1683;3;351;2;473;41;66;4;25;3;144;736;156;1;5608;273;9;45;4;0
6;72;4;395;4;478;38;86;13;89;89;2;973;161;4;3001;767;5;5;6;0
16;1823;1;85;7;799;83;133;107;35;4;99;849;171;9;3316;351;9;25;9;0
28;2818;4;26;5;211;65;62;44;31;2;136;1226;11;4;182;212;9;37;2;0
5;2444;3;108;4;22;88;13;6;58;58;35;264;108;7;34;163;1;1;6;0
9;2369;4;379;3;263;4;76;62;65;65;44;694;181;5;5504;522;3;48;2;0
6;241;5;289;8;395;56;92;109;75;75;85;603;133;9;2498;178;5;42;1;0
8;1444;1;16;8;758;71;67;73;92;92;57;669;128;9;294;719;9;2;0;0
11;214;5;81;3;649;82;197;85;56;56;96;1843;153;3;4774;62;2;21;3;0
6;2403;1;30;6;29;74;163;135;69;69;2;71;162;9;5269;366;6;26;5;0
8;807;4;137;6;76;85;39;147;58;58;154;23;179;2;2543;59;0;33;4;0
1;1567;1;219;1;75;39;76;24;28;7;27;377;178;1;117;375;7;2;6;0
3;984;2;153;8;681;87;6;3;1;1;137;1343;164;1;2688;99;0;7;5;0
35;65;4;7;7;183;56;159;13;17;0;76;975;121;1;567;145;5;12;2;0
3;579;1;62;5;21;74;174;97;24;4;199;1363;166;6;169;519;7;44;8;0
13;246;1;373;6;279;2;117;109;46;8;89;1308;152;4;5043;122;3;3;8;0
1;654;4;191;3;371;12;122;149;99;99;3;158;101;2;3659;715;0;44;3;0
3;1848;3;217;7;521;73;8;128;93;93;184;1089;146;3;4294;585;9;49;9;0
3;79;6;75;1;4;4;158;15;72;72;13;933;146;8;31;85;6;0;9;0
4;1184;5;274;8;611;14;199;144;15;3;1;384;167;1;3091;212;2;49;4;0
3;1604;0;55;6;9;7;109;135;38;6;13;1869;139;1;481;124;5;2;7;0
2;2113;2;32;8;89;52;6;14;66;66;144;54;163;6;4482;684;2;46;5;0
36;2028;5;352;2;534;88;189;105;83;83;184;125;152;1;2871;9;7;4;7;0
6;2558;2;304;5;68;3;139;13;49;8;8;918;163;9;5565;721;9;22;8;0
1;2765;1;234;2;473;41;78;33;5;5;18;1662;181;2;5428;348;0;42;2;0
5;1011;1;141;2;693;4;68;79;23;2;14;683;132;9;544;792;1;33;2;0
9;543;4;314;8;83;52;184;148;13;5;135;1899;185;2;2973;688;0;47;8;0
5;22;2;228;3;652;32;146;94;26;2;135;759;157;5;4792;592;1;11;0;0
7;1372;4;128;7;669;17;57;133;10;10;65;1676;117;4;243;545;8;48;8;0
4;734;1;47;5;457;23;77;68;5;8;92;1392;176;4;83;34;6;34;0;0
2;2213;3;20;4;523;68;34;12;74;74;135;1257;117;2;189;238;6;19;4;0
9;15;1;369;5;362;79;137;62;92;92;112;813;16;7;4778;438;5;29;5;0
9;28;3;189;3;462;72;6;4;8;5;78;1058;191;1;4052;241;8;4;4;0
0;2243;3;89;5;599;86;172;81;87;87;15;274;16;4;2879;727;2;24;5;0
29;1782;1;29;1;681;3;11;21;61;61;59;241;191;1;3764;656;1;6;5;0
11;2235;4;133;4;406;42;38;111;93;93;97;922;193;2;5216;44;2;45;5;0
1;2546;4;137;1;542;73;176;63;91;91;139;611;184;7;3102;587;5;1;6;0
18;1212;4;181;1;702;63;29;143;75;75;166;1305;166;6;1639;681;8;49;7;0
1;1266;4;48;8;796;76;7;52;59;59;152;1444;112;4;3025;51;3;35;7;0
4;1381;3;68;7;506;47;121;109;77;77;158;167;103;4;109;89;5;4;8;0
19;153;1;111;7;374;41;85;82;9;9;154;135;185;9;2996;447;3;19;0;0
9;2319;1;37;9;401;16;134;36;84;84;7;85;113;7;4744;478;9;9;5;0
7;258;3;51;3;567;68;125;29;78;78;112;244;123;6;67;304;7;32;6;0
17;482;5;46;5;46;4;29;128;96;96;4;1054;127;3;1082;774;9;4;7;0
17;469;4;17;8;187;69;149;75;66;66;99;101;167;7;4092;653;2;7;9;0
14;2842;3;301;3;57;32;29;67;65;65;155;107;184;1;2731;515;4;32;7;0
8;2615;2;23;8;109;4;117;131;57;57;109;607;199;7;489;238;5;22;2;0
2;209;1;389;4;148;18;66;88;68;68;113;1785;199;2;1346;533;1;38;5;0
19;1037;1;238;9;668;8;107;135;39;3;113;1425;124;3;2217;582;6;36;4;0
15;1222;4;181;1;216;55;56;129;64;64;18;301;12;8;5373;3;9;1;9;0
6;2641;1;39;4;755;33;134;143;37;7;152;1318;166;5;2593;252;5;23;3;0
7;32;4;73;7;717;1;7;143;35;4;188;923;184;2;243;526;6;47;3;0
9;2274;2;1;5;775;6;28;28;19;0;137;1851;136;9;181;693;1;26;2;0
8;2885;1;96;8;137;65;72;57;37;7;153;150;159;3;58;214;1;49;9;0
11;2553;2;25;4;699;61;167;119;86;86;132;12;126;9;2775;312;9;5;3;0
17;398;1;28;3;647;8;85;116;36;5;67;1529;189;1;5405;647;9;48;1;0
1;2551;4;7;2;604;68;7;13;44;8;19;1239;103;3;3864;543;2;1;4;0
2;963;2;195;3;716;15;104;58;5;5;106;1485;182;5;5586;425;3;24;1;0
3;796;1;122;3;35;1;132;87;61;61;174;1248;109;9;2476;26;6;5;9;0
24;2269;4;361;1;166;33;168;48;62;62;147;1779;149;4;3446;138;1;28;2;0
5;787;2;23;4;676;28;36;45;79;79;198;71;136;8;1299;11;0;33;6;0
0;789;4;247;4;655;6;67;63;48;3;7;935;132;2;1491;635;9;17;7;0
9;2745;3;74;2;707;52;169;96;25;1;21;1405;127;5;796;236;1;43;1;0
8;21;5;269;9;347;4;171;14;95;95;25;935;176;7;1309;607;4;19;8;0
1;2046;2;379;1;718;49;116;4;25;2;9;538;172;1;349;583;1;24;4;0
8;1163;2;87;4;142;77;27;145;84;84;14;452;14;0;1294;392;4;3;5;0
26;2388;4;374;3;344;84;10;138;68;68;198;1639;121;8;3941;454;6;9;7;0
3;514;4;2;1;26;7;132;76;23;4;128;1466;142;2;1001;587;5;3;2;0
5;8;4;177;1;323;56;178;127;15;2;163;1818;112;6;3741;361;1;25;4;0
9;1622;2;121;9;433;71;8;144;34;4;172;88;19;1;2935;666;5;45;8;0
15;406;4;57;3;53;2;89;61;1;1;117;1198;111;4;399;241;2;3;6;0
1;2923;4;276;6;606;46;14;75;51;51;93;42;188;9;1248;454;7;38;8;0
0;1425;2;153;3;734;5;18;16;51;51;173;723;157;6;5919;521;8;28;7;0
3;132;4;308;3;315;37;51;149;24;3;2;374;16;8;572;555;4;8;7;0
18;1678;1;14;2;785;89;194;63;75;75;109;921;103;8;5796;101;2;26;2;0
1;257;2;363;3;69;32;13;3;2;3;5;1642;18;5;1552;194;1;41;0;0
11;263;4;26;5;301;65;16;16;2;3;178;1605;129;2;1375;489;3;12;1;0
9;1225;2;163;8;141;46;62;88;25;2;167;914;15;8;3636;346;1;23;4;0
7;37;5;181;9;724;4;53;93;36;3;102;253;178;0;5004;458;1;45;9;0
21;1224;4;73;6;309;37;133;108;44;5;93;398;18;1;967;681;2;31;1;0
11;273;4;64;1;793;83;163;67;4;8;143;614;129;8;105;445;2;17;3;0
9;181;1;12;7;523;3;195;99;5;9;156;1878;127;6;697;76;1;12;2;0
6;2234;4;23;1;631;55;68;12;26;6;155;1505;126;9;3922;781;5;6;0;0
3;223;4;372;5;175;33;166;108;32;1;17;1437;145;1;4;274;3;14;8;0
1;755;4;153;1;168;35;4;13;3;7;11;108;109;8;4454;311;7;13;4;0
7;2786;3;365;3;581;26;47;102;4;0;2;1895;173;7;5385;213;7;28;8;0
2;333;4;7;5;6;1;172;107;96;96;119;1178;208;5;54;69;2;2;2;0
5;1199;4;322;9;11;65;13;104;26;1;157;1121;149;2;3965;94;9;8;0;0
5;2315;1;368;4;487;35;72;9;11;3;166;1654;10;9;4012;461;1;5;9;0
6;1645;3;301;1;416;36;31;74;55;55;93;785;178;9;3215;743;9;9;5;0
25;1265;3;337;4;725;84;10;14;36;5;1;1438;20;5;1529;18;4;29;3;0
14;344;1;181;2;462;61;87;114;79;79;102;487;153;6;4783;425;1;27;3;0
5;1403;2;262;4;664;59;154;64;26;6;2;1445;187;3;5863;476;9;6;4;0
3;2226;3;179;5;598;7;192;136;94;94;128;767;154;8;2413;85;7;36;3;0
9;1844;1;19;5;486;35;198;99;41;0;99;102;169;1;591;449;6;18;8;0
7;2463;1;102;8;735;52;183;77;67;67;89;1126;114;1;3565;43;1;16;7;0
8;1245;2;301;7;542;58;125;51;69;69;111;1527;127;1;1655;283;3;22;3;0
38;392;4;105;1;164;4;2;47;28;5;141;615;178;7;4193;35;1;47;9;0
15;2613;1;347;5;299;72;17;59;4;8;153;1137;144;8;933;13;5;27;7;0
2;1445;1;109;1;259;73;145;65;57;57;19;701;181;9;3912;43;3;39;9;0
2;2498;2;351;3;561;58;77;79;37;1;147;83;192;6;2858;9;2;37;6;0
6;1662;2;179;1;556;16;36;55;3;5;19;15;186;7;5119;371;6;13;4;0
0;1384;2;133;8;644;45;56;8;29;1;186;284;137;0;2998;736;8;9;8;0
8;1616;1;327;2;783;16;58;107;52;52;103;1572;189;5;2194;638;1;27;0;0
1;2058;1;57;8;538;2;78;15;36;0;4;724;186;2;2725;777;9;42;2;0
1;358;3;235;5;782;26;49;138;31;9;115;1827;19;5;4234;19;8;5;8;0
2;1237;3;252;1;491;66;15;68;8;8;193;102;172;6;1136;767;1;39;4;0
23;1045;4;206;7;612;65;105;96;32;8;49;161;17;1;1044;186;1;7;5;0
1;1754;5;242;5;22;3;27;61;65;65;137;777;194;0;1293;41;2;2;6;0
6;1671;3;152;7;48;32;137;146;59;59;141;1898;175;1;5002;779;2;16;8;0
9;67;2;235;2;717;5;104;63;9;7;179;776;146;1;862;51;4;8;9;0
3;1235;3;192;1;365;33;48;136;73;73;164;1461;122;8;529;93;6;12;2;0
8;774;1;388;1;366;85;77;81;2;7;148;619;175;8;1424;192;3;45;2;0
3;72;1;204;5;8;15;165;8;54;54;163;1042;176;8;559;588;1;18;0;0
11;1494;3;169;1;119;2;39;33;83;83;79;1517;158;4;2622;418;8;18;8;0
7;1179;5;306;5;449;73;91;65;51;51;23;1627;163;6;220;565;3;31;3;0
8;2313;4;12;6;367;29;98;27;2;5;12;832;102;4;2498;74;7;45;8;0
1;2034;3;231;6;797;53;7;53;2;1;28;1091;136;8;4699;169;6;16;6;0
4;2256;3;309;6;437;2;5;3;24;2;11;675;138;1;5507;55;4;12;7;0
2;1594;4;191;8;194;51;63;103;18;4;31;984;163;3;4269;586;5;7;8;0
8;2115;1;333;7;205;1;148;95;91;91;73;1773;191;6;617;369;4;37;0;0
1;51;6;124;1;2;2;76;24;28;7;27;387;189;1;302;117;7;5;6;0
6;2893;3;284;3;56;37;138;63;97;97;17;383;139;4;33;0;4;35;6;0
1;207;2;301;2;303;25;39;76;15;4;82;1487;158;1;4101;282;2;45;1;0
1;2954;2;25;5;493;62;1;72;39;8;11;1495;121;7;856;629;1;29;6;0
8;288;1;309;3;637;1;186;105;58;58;6;603;131;3;2409;614;4;19;1;0
1;1812;3;398;6;187;7;66;4;32;2;28;802;107;2;4027;116;0;35;2;0
6;947;1;349;1;323;7;86;129;39;5;16;1134;139;8;3021;662;1;43;4;0
9;77;5;57;1;698;5;87;139;35;1;2;1063;177;3;2981;698;8;24;7;0
6;1036;1;247;8;476;17;129;101;3;6;13;1377;118;2;3646;49;9;7;9;0
9;2892;3;125;2;629;35;102;124;44;1;197;1049;154;2;4636;737;8;36;9;0
5;1162;3;131;1;598;32;163;75;95;95;162;1405;122;1;112;5;6;2;5;0
1;2686;1;7;2;25;62;28;111;2;8;52;55;161;8;3162;454;6;48;2;0
5;478;1;182;1;213;46;183;79;7;7;122;145;153;1;5082;20;9;28;0;0
15;2846;1;288;7;662;17;75;129;18;1;134;1233;112;5;410;339;8;4;5;0
3;1728;3;321;3;367;14;39;1;15;2;33;1636;166;8;147;301;6;18;4;0
15;2371;5;164;7;137;49;9;147;14;0;65;1837;13;9;4765;387;4;37;6;0
5;2199;4;22;4;765;3;43;9;79;79;199;201;177;1;2756;779;9;1;3;0
8;1632;2;9;3;83;36;25;11;71;71;9;124;144;4;4416;401;6;23;3;0
1;504;3;41;1;3;5;39;147;58;58;154;262;188;2;73;87;0;6;4;0
2;654;1;369;5;1;57;6;36;28;4;2;321;118;6;762;282;5;15;6;0
3;2889;3;245;3;712;6;66;3;62;62;24;142;157;1;263;582;2;17;3;0
5;726;4;22;6;612;49;1;86;4;3;7;1491;182;1;1303;628;5;1;5;0
7;134;2;199;5;402;15;143;68;42;5;108;1661;158;1;3604;26;4;2;1;0
1;2334;4;339;2;267;46;4;88;59;59;118;64;163;3;3662;175;2;23;6;0
5;2622;3;286;8;70;63;165;5;9;6;18;363;139;1;5306;428;8;3;7;0
3;2794;2;275;4;659;58;74;84;22;4;43;232;155;7;5579;704;9;13;9;0
7;1114;2;38;1;718;7;113;24;59;59;51;548;135;4;3235;522;0;21;8;0
7;1355;2;278;6;305;32;4;55;58;58;127;176;18;4;1521;652;3;47;1;0
2;26;3;175;7;486;66;86;11;85;85;101;648;106;8;1768;559;4;45;6;0
5;2855;3;32;6;625;88;123;148;57;57;106;64;103;5;4888;771;9;9;4;0
2;838;1;22;1;738;3;171;3;6;6;193;1052;125;3;3499;175;1;4;4;0
6;140;3;59;2;22;29;99;31;1;7;19;1063;128;3;587;341;4;9;4;0
25;2492;1;6;2;331;4;13;142;48;6;182;1066;141;5;100;473;0;26;5;0
35;2045;4;14;1;434;69;171;135;85;85;1;1271;121;5;1104;363;1;48;9;0
7;264;5;328;7;154;82;142;129;28;2;1;20;144;4;692;254;8;44;7;0
8;658;1;338;6;18;53;105;126;3;3;79;869;18;4;4243;167;1;12;9;0
24;1925;5;355;1;495;64;5;4;74;74;12;1304;195;0;3575;577;6;46;0;0
18;631;5;291;6;566;1;98;33;49;7;62;491;118;4;4327;6;3;36;3;0
2;2621;4;56;8;669;51;26;82;74;74;197;1726;123;3;2562;151;1;16;7;0
39;281;1;272;2;441;18;106;108;15;1;189;667;179;7;3024;86;1;41;0;0
35;27;1;117;1;617;11;141;108;38;2;15;69;188;3;5154;669;4;6;4;0
4;368;5;13;2;45;8;134;143;37;7;152;1324;169;5;39;1;5;7;3;0
6;1249;2;273;4;217;21;197;136;37;1;6;1449;127;4;5676;87;3;27;5;0
3;576;1;394;3;17;47;115;25;4;3;135;24;175;1;4685;94;9;45;2;0
13;2739;1;365;8;295;47;54;79;89;89;7;1466;195;5;4104;97;6;4;8;0
2;2374;4;74;1;112;17;85;14;41;6;183;1353;137;1;4684;774;3;3;2;0
8;565;2;34;3;73;47;132;65;95;95;148;915;11;0;4062;88;0;29;9;0
2;1269;5;375;6;744;65;178;1;75;75;153;486;199;4;2523;286;1;23;7;0
12;188;3;192;1;751;4;19;118;46;7;112;1584;181;3;636;682;5;26;5;0
9;97;2;3;8;2;5;11;148;75;75;147;844;154;7;393;51;2;7;2;0
6;2703;1;117;2;452;18;193;78;55;55;17;1801;151;3;432;482;4;15;1;0
6;1959;4;79;7;63;31;191;96;14;2;132;1605;109;1;4972;519;2;0;2;0
1;2318;2;182;8;53;8;139;66;7;7;126;849;122;3;4484;72;0;33;0;0
4;457;4;24;8;637;89;24;83;8;8;194;816;136;6;933;54;1;13;5;0
9;685;0;61;3;5;5;2;91;0;0;182;1592;10;0;135;484;0;4;5;1
5;2422;2;59;1;45;2;2;148;0;0;31;1027;10;1;148;111;9;1;8;1
5;778;0;195;4;1;3;3;137;0;0;197;1429;10;5;357;213;9;6;3;1
2;524;5;77;2;57;4;3;15;0;0;85;1941;10;1;168;355;5;7;7;1
